user_id,discovered,passed,started_attempt,viewed,correct,wrong,num_days
3219,1,1,0,4,0,0,2
3220,1,1,0,1,0,0,1
3222,33,33,12,65,12,16,3
3223,6,6,2,11,2,0,2
3224,1,0,0,1,0,0,1
3225,1,1,0,1,0,0,1
3226,1,0,0,1,0,0,1
3228,16,16,2,26,2,0,2
3229,39,38,15,87,15,11,3
3230,1,0,0,1,0,0,1
3231,16,16,2,40,2,0,2
3232,1,0,1,1,0,0,1
3233,17,17,5,19,5,2,1
3234,7,7,2,8,2,0,1
3236,1,1,0,1,0,0,1
3237,1,1,0,2,0,0,2
3240,19,11,8,23,0,0,2
3241,34,34,25,53,15,23,2
3242,4,4,0,5,0,0,1
3246,4,2,1,8,0,5,2
3247,1,0,1,1,0,0,1
3248,8,6,2,14,0,0,1
3249,1,1,0,1,0,0,1
3250,1,1,0,1,0,0,1
3251,10,8,0,10,0,0,1
3253,19,19,7,19,7,2,1
3254,9,9,4,14,2,2,1
3255,9,9,2,9,2,0,1
3257,1,1,0,1,0,0,1
3258,65,65,28,71,28,5,3
3259,17,15,3,45,3,1,2
3260,23,22,8,30,7,27,2
3261,1,1,0,1,0,0,1
3262,2,2,0,3,0,0,1
3264,1,1,0,2,0,0,2
3265,1,0,0,1,0,0,1
3266,31,29,9,46,9,0,3
3269,1,1,0,1,0,0,1
3270,89,88,38,158,30,20,3
3272,84,78,80,164,29,155,2
3275,16,16,5,18,4,3,1
3278,64,63,27,218,24,57,3
3280,15,12,9,75,3,6,2
3281,12,11,2,18,1,2,1
3282,1,1,0,1,0,0,1
3284,1,0,0,3,0,0,3
3285,44,44,17,64,17,2,2
3287,2,2,0,2,0,0,1
3288,16,16,5,16,5,2,1
3290,5,3,2,7,0,0,1
3291,5,5,0,5,0,0,1
3292,1,1,0,1,0,0,1
3293,1,1,0,1,0,0,1
3294,2,0,0,3,0,0,1
3295,6,6,0,9,0,0,1
3296,1,1,0,1,0,0,1
3297,11,9,2,19,0,0,1
3298,14,13,4,14,3,0,1
3299,3,2,0,3,0,0,1
3300,10,8,0,10,0,0,1
3301,34,32,11,70,11,1,2
3303,17,16,10,36,6,3,2
3304,1,0,0,2,0,0,1
3306,1,1,0,1,0,0,1
3307,1,1,0,1,0,0,1
3308,37,37,13,69,13,5,3
3310,1,1,1,1,1,1,1
3311,1,1,0,1,0,0,1
3312,25,24,10,29,9,1,1
3315,1,1,0,1,0,0,1
3316,1,0,1,1,0,0,1
3317,1,1,0,1,0,0,1
3318,66,66,30,82,28,8,2
3319,1,1,0,1,0,0,1
3322,10,10,3,11,2,1,1
3323,12,12,3,39,2,1,2
3324,1,1,0,1,0,0,1
3325,1,1,0,1,0,0,1
3326,17,16,7,41,6,11,1
3327,3,3,0,3,0,0,1
3328,25,25,10,36,8,10,1
3329,1,1,0,1,0,0,1
3330,54,53,21,62,19,25,3
3331,3,3,0,6,0,0,1
3333,16,14,4,30,2,1,2
3334,6,6,2,11,2,0,2
3335,1,1,0,1,0,0,1
3336,1,0,0,1,0,0,1
3337,8,6,0,8,0,0,1
3338,47,46,22,97,16,13,2
3339,9,9,4,11,2,2,1
3340,1,1,0,1,0,0,1
3341,13,12,2,49,1,1,2
3342,2,2,0,2,0,0,1
3343,11,11,2,14,2,0,2
3344,6,3,0,6,0,0,1
3345,17,17,5,28,5,2,2
3346,14,12,3,14,2,0,1
3347,2,1,0,2,0,0,1
3348,6,2,0,6,0,0,1
3354,45,44,25,84,16,11,2
3355,2,2,0,2,0,0,1
3356,1,1,0,2,0,0,1
3357,1,1,0,1,0,0,1
3358,14,12,2,20,2,0,1
3359,1,1,0,1,0,0,1
3360,15,12,15,15,2,7,1
3361,27,27,13,77,9,27,1
3362,2,2,0,6,0,0,1
3363,35,33,11,60,12,28,2
3365,6,6,2,6,2,0,1
3367,13,12,5,16,2,2,1
3368,35,35,13,51,13,4,2
3369,2,2,0,2,0,0,1
3371,12,12,4,13,4,0,1
3372,1,1,0,1,0,0,1
3373,1,1,0,1,0,0,1
3375,10,9,1,11,1,0,1
3377,86,86,41,100,36,20,3
3378,1,1,0,1,0,0,1
3379,3,3,0,3,0,0,1
3380,32,32,17,38,12,5,2
3381,1,0,0,1,0,0,1
3382,1,1,0,1,0,0,1
3384,13,12,2,16,2,0,1
3385,1,1,0,1,0,0,1
3386,26,26,8,53,8,19,2
3387,6,6,2,6,2,0,1
3389,6,3,3,12,0,7,2
3390,8,5,0,8,0,0,1
3391,6,6,2,6,2,0,1
3392,1,0,0,1,0,0,1
3393,27,27,10,43,9,22,2
3395,1,0,0,1,0,0,1
3396,21,21,7,32,7,3,3
3397,1,0,1,1,0,0,1
3398,45,29,10,63,5,1,1
3405,1,0,1,1,0,0,1
3407,1,0,0,1,0,0,1
3408,1,0,1,3,0,0,1
3409,11,11,2,12,2,0,1
3410,11,11,2,15,2,0,3
3411,12,12,2,15,2,0,2
3412,1,1,0,1,0,0,1
3413,7,7,2,7,2,0,1
3415,21,21,7,28,7,4,2
3416,13,12,3,24,2,0,3
3417,1,1,0,2,0,0,1
3419,1,1,0,1,0,0,1
3423,9,9,5,10,3,2,1
3424,15,12,3,74,2,0,3
3425,36,36,14,40,13,8,2
3427,20,19,5,23,5,2,3
3428,1,0,0,1,0,0,1
3429,25,25,9,29,9,1,2
3430,1,1,0,1,0,0,1
3431,9,9,3,10,2,1,2
3432,1,1,0,1,0,0,1
3433,8,8,3,8,2,1,1
3436,1,0,1,1,0,0,1
3440,25,25,8,27,8,5,1
3441,2,2,0,4,0,0,2
3442,10,10,4,18,2,2,2
3444,2,2,0,2,0,0,1
3445,1,1,0,1,0,0,1
3446,1,0,1,1,0,0,1
3447,2,2,0,2,0,0,1
3448,1,0,0,1,0,0,1
3449,10,8,1,12,0,1,1
3450,9,9,2,10,2,0,2
3451,2,2,0,2,0,0,1
3453,11,10,2,11,2,0,1
3454,18,11,3,53,0,2,1
3455,4,4,1,4,1,0,1
3456,11,11,2,12,2,0,2
3457,66,66,31,95,30,16,3
3458,1,1,0,1,0,0,1
3459,1,1,0,1,0,0,1
3460,44,40,0,46,0,0,1
3464,40,40,16,53,16,2,2
3466,4,4,0,4,0,0,1
3467,23,22,11,29,7,10,1
3468,1,1,0,1,0,0,1
3469,1,1,0,1,0,0,1
3470,9,9,2,25,2,0,1
3471,27,26,10,37,10,3,2
3473,12,9,4,39,6,6,1
3474,10,10,2,10,2,0,1
3475,2,0,2,2,0,0,1
3476,9,9,2,10,2,0,1
3477,8,8,2,9,2,0,1
3480,1,1,0,2,0,0,1
3481,1,1,0,1,0,0,1
3486,38,25,3,52,0,0,2
3487,1,1,0,1,0,0,1
3488,36,35,13,56,12,12,3
3490,1,1,0,2,0,0,1
3491,1,1,0,1,0,0,1
3492,1,1,0,1,0,0,1
3495,1,1,0,1,0,0,1
3497,1,1,0,1,0,0,1
3499,1,1,0,1,0,0,1
3500,1,1,0,2,0,0,1
3501,5,4,2,7,1,0,1
3503,3,3,0,4,0,0,1
3504,10,9,1,12,1,0,1
3506,1,1,0,1,0,0,1
3507,1,1,0,1,0,0,1
3508,1,0,0,1,0,0,1
3509,12,12,2,12,2,0,1
3510,23,23,10,48,9,4,1
3511,8,8,2,8,0,0,1
3512,43,41,20,63,15,36,3
3516,23,22,10,30,7,11,1
3518,47,46,19,52,18,10,1
3519,11,11,2,11,2,0,1
3520,1,1,0,1,0,0,1
3521,1,1,0,1,0,0,1
3522,13,12,2,27,2,0,1
3523,1,0,0,1,0,0,1
3524,16,15,6,27,6,8,1
3525,1,1,0,1,0,0,1
3526,11,11,2,11,2,0,1
3527,9,9,2,14,2,0,2
3528,117,115,81,251,48,8,2
3529,1,1,0,1,0,0,1
3530,26,26,11,29,9,3,2
3531,26,26,9,34,9,0,2
3533,6,6,2,6,2,0,1
3534,4,4,1,6,1,0,1
3535,2,2,0,2,0,0,1
3536,1,1,0,1,0,0,1
3537,21,21,10,41,7,1,3
3538,1,1,0,1,0,0,1
3540,8,8,2,8,2,0,1
3541,1,1,0,1,0,0,1
3544,1,0,1,2,0,0,2
3545,26,23,0,63,0,0,1
3546,21,21,8,51,7,6,1
3547,1,1,0,3,0,0,2
3548,2,1,1,2,0,0,1
3549,1,1,0,1,0,0,1
3550,6,6,3,7,2,1,1
3551,1,0,1,1,0,0,1
3552,6,5,1,7,1,0,1
3553,1,1,0,1,0,0,1
3555,1,0,1,1,0,0,1
3556,17,17,5,28,5,2,2
3557,51,50,20,68,20,15,2
3559,10,10,2,14,2,0,1
3560,1,1,0,1,0,0,1
3561,4,1,1,6,0,0,1
3562,36,35,15,41,14,46,3
3563,5,5,0,5,0,0,1
3564,2,2,0,2,0,0,1
3565,42,40,17,71,15,2,2
3566,4,4,0,9,0,0,2
3569,1,1,0,1,0,0,1
3572,13,12,4,13,2,1,1
3573,36,36,13,45,13,12,2
3574,1,1,0,5,0,0,2
3576,11,11,2,13,2,0,1
3578,1,1,0,1,0,0,1
3579,1,0,1,1,0,0,1
3580,1,0,0,1,0,0,1
3582,1,1,0,1,0,0,1
3583,1,1,0,2,0,0,1
3585,9,9,2,13,2,0,1
3587,8,8,2,10,2,0,1
3588,4,3,1,8,2,0,2
3589,25,25,9,38,9,1,1
3590,32,31,13,62,10,10,2
3591,24,23,9,39,8,21,3
3592,5,4,1,8,0,2,1
3593,1,0,0,1,0,0,1
3594,10,10,2,11,2,0,1
3595,1,1,0,1,0,0,1
3597,10,10,2,13,2,0,1
3598,1,0,1,1,0,0,1
3600,54,53,21,79,19,11,3
3601,3,1,2,5,0,3,2
3602,3,1,1,3,0,0,1
3604,25,24,9,51,8,51,3
3605,69,69,32,106,29,9,2
3606,24,24,8,57,8,4,3
3607,32,32,3,54,2,1,2
3610,10,8,0,12,0,0,1
3611,1,1,0,1,0,0,1
3612,19,18,6,30,5,0,2
3613,1,0,1,1,0,0,1
3614,14,13,3,14,3,0,1
3615,2,2,1,4,0,0,1
3616,4,4,1,4,1,0,1
3618,196,145,25,244,25,0,1
3620,1,1,0,1,0,0,1
3621,20,20,15,28,7,7,1
3623,7,5,0,7,0,0,1
3624,23,22,7,31,7,1,1
3625,14,9,2,17,2,0,3
3626,2,1,0,3,0,0,1
3629,1,1,0,1,0,0,1
3630,16,16,4,31,4,2,1
3632,2,2,0,2,0,0,1
3633,1,0,0,1,0,0,1
3634,1,0,0,1,0,0,1
3635,1,1,0,1,0,0,1
3636,8,7,5,27,1,4,1
3638,8,6,0,8,0,0,1
3639,55,55,23,69,23,8,3
3642,9,9,2,11,2,0,1
3643,17,17,5,43,5,10,2
3644,1,0,0,1,0,0,1
3645,1,1,0,1,0,0,1
3646,47,47,19,50,18,13,2
3647,1,1,0,1,0,0,1
3648,1,1,0,1,0,0,1
3651,25,25,9,46,9,3,2
3652,4,4,0,4,0,0,1
3654,29,18,12,65,0,0,1
3655,1,1,0,1,0,0,1
3657,8,8,0,14,0,0,1
3658,27,27,8,29,8,4,2
3659,70,51,72,113,15,75,1
3660,54,54,20,63,20,0,3
3661,6,6,2,9,2,0,3
3664,8,8,0,8,0,0,1
3666,1,1,0,1,0,0,1
3667,1,1,0,1,0,0,1
3668,8,8,2,9,2,0,1
3669,10,9,1,11,1,0,1
3670,5,4,0,5,0,0,1
3673,28,28,12,48,9,15,1
3675,9,9,1,15,0,0,1
3676,3,3,0,6,0,0,1
3677,5,4,1,5,0,0,1
3678,1,1,0,1,0,0,1
3679,10,8,0,28,0,0,1
3680,10,10,4,12,2,2,1
3682,34,32,13,59,11,53,1
3683,1,1,0,1,0,0,1
3685,23,23,9,27,8,8,1
3687,8,6,0,8,0,0,1
3692,2,2,0,2,0,0,1
3694,23,22,8,35,7,4,2
3695,1,1,0,2,0,0,1
3697,21,21,7,45,7,5,1
3698,1,1,0,1,0,0,1
3700,2,2,0,2,0,0,1
3702,7,7,7,10,2,5,2
3703,11,11,8,15,2,0,1
3704,2,2,0,3,0,0,1
3706,1,1,0,1,0,0,1
3708,1,1,0,1,0,0,1
3709,1,1,0,1,0,0,1
3710,1,1,0,1,0,0,1
3711,1,0,0,1,0,0,1
3712,27,27,9,39,9,4,2
3713,1,1,0,1,0,0,1
3715,120,117,2,123,2,0,1
3717,17,16,5,32,4,0,2
3718,2,1,0,2,0,0,1
3719,13,11,10,48,1,5,1
3720,28,24,6,36,1,0,3
3721,149,120,2,196,2,0,1
3723,21,21,7,31,7,3,2
3724,26,22,18,30,16,6,3
3725,1,1,0,1,0,0,1
3726,45,43,74,219,16,92,3
3727,1,0,1,1,0,0,1
3730,2,1,2,2,1,0,1
3732,1,1,0,1,0,0,1
3734,6,6,2,8,2,0,1
3735,1,1,0,1,0,0,1
3737,1,1,0,1,0,0,1
3738,28,18,10,55,0,0,2
3739,9,7,0,10,0,0,1
3740,12,7,3,21,0,2,1
3741,1,1,0,1,0,0,1
3742,1,1,0,1,0,0,1
3743,1,1,0,1,0,0,1
3744,1,1,0,1,0,0,1
3745,37,31,14,54,7,6,3
3746,37,34,16,41,10,14,2
3747,2,2,0,2,0,0,1
3749,3,3,0,3,0,0,1
3750,1,1,0,1,0,0,1
3751,1,1,0,1,0,0,1
3754,1,0,0,1,0,0,1
3755,15,13,2,17,2,0,1
3757,3,2,0,3,0,0,1
3758,1,0,0,1,0,0,1
3759,2,2,0,4,0,0,1
3762,14,13,3,14,3,1,1
3763,65,65,28,77,28,15,3
3764,72,68,35,199,28,59,3
3765,1,1,0,1,0,0,1
3766,9,2,7,18,0,0,2
3767,2,2,0,2,0,0,1
3771,3,2,0,4,0,0,1
3774,1,0,0,1,0,0,1
3775,1,1,0,1,0,0,1
3777,35,31,10,71,9,6,2
3778,1,0,0,1,0,0,1
3779,47,43,16,114,16,12,2
3780,1,1,0,3,0,0,2
3783,1,0,0,1,0,0,1
3784,27,27,9,35,9,2,1
3785,1,1,0,1,0,0,1
3786,45,34,9,89,6,7,3
3787,69,66,0,82,0,0,3
3788,29,28,12,60,9,22,3
3789,27,27,10,28,9,4,2
3791,10,9,1,10,1,0,1
3792,4,3,1,4,0,0,1
3796,1,1,0,1,0,0,1
3797,7,7,0,12,0,0,1
3799,1,0,0,1,0,0,1
3800,9,9,7,15,6,5,3
3801,1,1,0,1,0,0,1
3802,4,3,0,4,0,0,1
3806,1,0,0,1,0,0,1
3807,81,80,31,323,31,13,3
3808,49,46,24,194,19,9,3
3809,6,6,0,8,0,0,1
3812,3,3,0,4,0,0,1
3813,2,2,0,2,0,0,1
3814,25,24,14,62,8,17,3
3815,10,10,2,16,2,0,1
3816,29,27,10,67,5,6,2
3817,3,2,0,4,0,0,1
3819,48,47,21,125,18,2,2
3821,23,23,12,37,9,4,3
3822,22,22,9,25,7,4,1
3823,11,11,2,15,2,0,2
3824,1,0,1,2,0,0,2
3825,9,9,2,9,2,0,1
3827,1,0,0,1,0,0,1
3828,5,4,0,6,0,0,1
3829,1,1,0,2,0,0,1
3831,12,12,2,13,2,0,1
3833,1,1,0,1,0,0,1
3834,8,8,2,9,2,0,1
3836,129,129,71,184,51,13,3
3837,15,13,2,23,2,0,1
3838,95,84,37,126,35,10,3
3839,11,11,2,13,2,0,1
3840,10,10,3,14,2,1,1
3841,25,25,9,40,8,7,3
3842,27,27,10,48,9,4,1
3843,7,6,1,7,0,0,1
3844,9,9,2,9,2,0,1
3846,3,2,1,4,0,0,1
3847,1,1,0,1,0,0,1
3848,2,2,0,3,0,0,1
3849,1,1,0,1,0,0,1
3853,1,1,0,1,0,0,1
3854,1,1,0,2,0,0,2
3855,47,47,19,76,19,2,2
3856,2,2,0,3,0,0,1
3857,24,24,8,31,8,0,2
3859,1,1,0,1,0,0,1
3861,1,0,0,1,0,0,1
3863,2,2,0,2,0,0,1
3864,15,14,3,27,3,9,1
3865,1,1,0,1,0,0,1
3866,20,20,7,22,7,1,1
3867,9,9,2,10,2,0,1
3868,15,15,5,19,4,8,1
3869,1,1,0,1,0,0,1
3871,7,7,2,9,2,0,1
3875,2,2,0,2,0,0,1
3876,23,19,3,40,2,0,1
3879,16,16,5,37,5,1,1
3880,1,1,0,1,0,0,1
3881,13,12,3,15,2,0,1
3882,2,2,0,2,0,0,1
3883,1,0,0,2,0,0,2
3884,2,2,0,5,0,0,2
3886,1,0,1,1,0,0,1
3887,5,4,1,5,0,0,1
3888,1,1,0,2,0,0,1
3891,11,11,2,11,2,0,1
3892,8,6,0,8,0,0,1
3895,6,6,2,9,2,0,1
3896,14,13,4,15,3,0,1
3897,6,6,2,7,2,0,2
3898,2,2,0,3,0,0,1
3899,10,10,2,40,2,0,2
3900,17,17,7,20,7,0,2
3901,55,55,23,69,23,7,1
3904,6,6,6,9,3,3,3
3905,31,30,11,47,11,6,3
3906,42,42,16,65,16,5,2
3907,4,3,2,4,0,0,1
3908,4,4,0,10,0,0,3
3909,9,9,2,13,2,0,1
3910,7,6,0,8,0,0,2
3913,1,1,0,1,0,0,1
3914,1,1,0,1,0,0,1
3915,25,25,8,56,8,10,2
3916,24,24,8,33,8,2,2
3917,1,1,0,1,0,0,1
3920,13,12,2,22,2,0,2
3921,1,1,0,1,0,0,1
3922,20,20,7,23,7,1,1
3923,43,42,26,59,16,76,2
3926,1,0,0,1,0,0,1
3928,1,1,0,1,0,0,1
3929,1,1,0,1,0,0,1
3931,58,58,25,62,24,6,2
3932,1,1,0,1,0,0,1
3933,3,3,0,5,0,0,1
3935,4,4,0,5,0,0,1
3936,5,3,0,7,0,0,1
3937,18,17,2,25,2,0,1
3938,1,1,0,1,0,0,1
3941,1,0,0,1,0,0,1
3943,10,10,2,13,2,0,1
3946,25,25,9,56,9,4,2
3947,1,1,0,1,0,0,1
3948,60,60,27,91,25,10,2
3949,12,11,2,16,2,0,1
3950,1,1,0,1,0,0,1
3951,10,10,2,15,2,0,1
3952,1,1,0,1,0,0,1
3955,6,8,3,6,2,1,1
3956,1,0,0,1,0,0,1
3958,4,4,0,4,0,0,1
3960,1,1,0,1,0,0,1
3961,7,7,6,8,2,4,1
3962,52,51,19,115,19,11,3
3963,1,1,0,1,0,0,1
3964,7,7,4,11,2,2,1
3965,15,15,4,15,4,1,1
3966,4,4,0,5,0,0,1
3967,1,1,0,1,0,0,1
3968,108,107,47,191,39,36,2
3969,60,57,25,89,23,7,2
3971,34,32,9,70,8,1,3
3974,10,9,1,13,1,0,1
3975,66,66,38,124,34,36,2
3976,13,10,0,16,0,0,1
3977,1,1,0,1,0,0,1
3979,1,0,0,1,0,0,1
3980,1,1,0,1,0,0,1
3983,1,1,0,1,0,0,1
3986,1,1,0,2,0,0,1
3987,23,23,8,27,8,1,1
3988,1,1,0,1,0,0,1
3989,6,5,0,6,0,0,1
3990,59,58,25,90,23,30,3
3991,1,0,0,1,0,0,1
3992,1,1,0,1,0,0,1
3993,1,0,0,1,0,0,1
3995,1,1,0,1,0,0,1
3996,9,9,2,12,2,0,1
3998,9,7,0,9,0,0,1
3999,1,1,0,1,0,0,1
4000,9,9,6,9,2,4,1
4001,25,25,8,33,8,1,2
4002,1,1,0,1,0,0,1
4004,6,6,5,15,2,3,2
4005,9,9,2,14,2,0,1
4006,1,1,0,1,0,0,1
4007,2,2,0,3,0,0,1
4009,6,6,2,6,2,0,1
4011,8,8,4,8,2,2,1
4012,1,1,0,1,0,0,1
4013,15,15,4,16,4,0,2
4014,3,2,1,3,0,0,2
4015,1,1,0,1,0,0,1
4017,32,23,3,38,3,1,1
4019,1,1,0,1,0,0,1
4020,1,1,0,1,0,0,1
4022,1,1,0,2,0,0,1
4023,8,7,2,10,1,1,1
4024,24,23,20,38,9,17,2
4025,1,1,0,2,0,0,2
4026,27,27,9,50,9,0,2
4027,38,35,14,92,9,29,1
4028,17,17,6,21,5,3,1
4029,1,1,0,1,0,0,1
4030,8,6,0,8,0,0,1
4031,11,11,3,23,2,1,2
4032,20,20,8,22,6,10,1
4033,18,15,7,36,3,1,1
4034,10,10,2,10,2,0,1
4036,1,1,0,1,0,0,1
4037,26,26,10,38,8,8,3
4040,3,2,0,4,0,0,1
4041,52,40,26,126,12,70,3
4043,9,11,2,9,2,0,1
4044,15,14,5,32,4,0,2
4045,9,9,2,11,2,0,1
4047,10,8,0,11,0,0,1
4048,10,10,2,10,2,0,2
4049,1,1,0,1,0,0,1
4050,1,0,0,1,0,0,1
4051,9,9,2,19,2,0,1
4052,9,9,2,10,2,0,1
4053,10,8,0,16,0,0,2
4054,4,3,1,7,1,0,1
4055,13,12,3,13,2,0,1
4057,7,5,2,8,0,0,1
4058,2,2,0,2,0,0,1
4059,9,9,2,9,2,0,1
4060,1,1,0,1,0,0,1
4061,1,1,0,4,0,0,2
4062,5,4,0,6,0,0,1
4067,12,12,2,13,2,0,1
4068,29,26,5,32,4,0,1
4069,2,2,0,2,0,0,1
4071,29,20,10,31,0,0,1
4073,1,0,0,1,0,0,1
4076,18,15,0,18,0,0,1
4078,10,10,2,12,2,0,1
4079,1,0,0,1,0,0,1
4080,10,8,0,15,0,0,1
4081,25,25,9,33,9,3,3
4082,1,1,0,1,0,0,1
4083,17,15,4,17,3,0,1
4084,2,2,0,2,0,0,1
4085,4,2,0,8,0,0,2
4086,2,2,0,2,0,0,2
4087,1,1,0,1,0,0,1
4088,8,6,0,8,0,0,1
4089,6,6,2,8,2,0,3
4090,36,36,14,50,13,3,2
4091,1,0,1,2,0,0,1
4092,68,68,32,101,28,16,3
4093,10,9,2,15,1,0,1
4095,2,0,0,2,0,0,1
4099,9,8,1,11,1,0,1
4100,1,0,0,1,0,0,1
4101,11,11,2,20,2,0,1
4102,3,3,0,4,0,0,1
4103,23,23,14,25,9,10,2
4105,13,9,2,13,2,0,1
4106,186,185,86,213,74,42,3
4107,2,2,0,3,0,0,1
4108,9,9,2,9,2,0,1
4110,12,12,3,13,2,1,1
4111,19,16,3,69,2,0,2
4112,21,14,7,35,0,0,1
4113,17,16,4,21,4,0,3
4114,1,1,0,1,0,0,1
4115,9,8,1,11,1,0,1
4117,1,1,0,1,0,0,1
4119,1,0,0,1,0,0,1
4120,1,0,1,1,0,0,1
4121,1,1,0,1,0,0,1
4122,40,38,15,49,13,16,1
4123,44,43,18,82,16,43,2
4124,1,1,0,1,0,0,1
4126,18,14,2,36,1,0,2
4128,10,9,0,10,0,0,1
4129,8,8,3,8,2,1,1
4131,10,10,2,34,2,0,2
4132,27,27,9,40,9,1,1
4133,5,4,0,5,0,0,1
4134,10,9,1,12,1,0,1
4136,1,1,0,1,0,0,1
4137,1,1,0,1,0,0,1
4138,2,2,0,3,0,0,1
4139,11,11,2,14,2,0,1
4141,14,14,5,15,4,1,2
4142,10,10,2,21,2,0,3
4144,1,0,0,1,0,0,1
4146,10,8,0,10,0,0,1
4147,5,5,0,5,0,0,1
4148,2,2,0,2,0,0,1
4149,23,23,9,26,8,3,1
4150,11,10,3,11,1,2,1
4151,65,49,25,101,9,7,2
4152,35,33,14,55,11,23,2
4153,9,9,3,12,2,1,2
4154,1,1,0,1,0,0,1
4155,9,9,2,9,2,0,1
4156,1,1,0,1,0,0,1
4157,29,28,9,34,8,7,2
4158,1,1,0,1,0,0,1
4160,1,1,0,1,0,0,1
4161,21,21,8,23,7,2,3
4162,20,20,0,28,0,0,1
4163,43,41,17,64,15,13,2
4164,1,1,0,1,0,0,1
4166,2,2,0,2,0,0,1
4167,66,62,30,114,24,72,3
4168,49,46,20,104,14,22,2
4171,1,1,0,1,0,0,1
4172,39,39,13,86,13,18,3
4173,1,1,0,1,0,0,1
4174,1,1,0,1,0,0,1
4175,1,1,0,1,0,0,1
4176,3,2,0,3,0,0,1
4177,1,1,0,1,0,0,1
4179,21,21,7,22,7,2,2
4180,1,1,0,1,0,0,1
4181,70,70,30,89,29,3,2
4182,34,34,13,57,14,64,1
4184,8,6,0,8,0,0,1
4185,15,15,5,44,5,0,1
4188,1,1,0,1,0,0,1
4189,42,41,17,52,16,6,2
4192,24,24,12,29,8,5,3
4195,10,8,0,19,0,0,1
4197,11,10,2,14,2,0,1
4198,24,24,9,29,9,4,1
4199,2,2,0,3,0,0,1
4200,1,1,0,1,0,0,1
4201,9,9,2,9,2,0,1
4204,52,48,21,101,18,36,1
4205,1,1,0,1,0,0,1
4206,1,1,0,1,0,0,1
4208,1,1,0,1,0,0,1
4210,82,75,28,127,28,24,3
4211,14,12,4,21,2,0,1
4213,12,12,2,12,2,0,1
4214,10,10,3,14,2,1,3
4215,37,37,13,52,13,15,3
4218,2,2,0,2,0,0,1
4220,8,8,2,8,2,0,1
4221,1,1,0,1,0,0,1
4222,17,16,4,17,4,1,1
4223,1,1,0,1,0,0,1
4228,11,2,0,13,0,0,1
4229,1,1,0,2,0,0,2
4230,27,24,9,52,8,5,1
4231,4,3,0,4,0,0,1
4232,1,1,0,2,0,0,1
4235,52,33,0,64,0,0,1
4236,2,2,0,2,0,0,1
4237,36,35,13,48,13,3,1
4238,4,3,0,4,0,0,1
4239,35,35,13,70,13,11,2
4240,10,8,0,11,0,0,1
4245,1,1,0,3,0,0,1
4246,5,4,1,9,0,0,1
4248,6,4,0,6,0,0,1
4249,10,10,2,13,2,0,1
4250,10,10,2,11,2,0,2
4251,1,1,0,1,0,0,1
4252,11,11,3,11,3,0,1
4253,2,2,0,3,0,0,1
4255,2,1,0,2,0,0,1
4256,10,8,0,10,0,0,2
4257,1,0,0,1,0,0,1
4258,2,1,0,2,0,0,1
4259,9,9,2,10,2,0,2
4262,3,2,0,3,0,0,1
4264,1,1,0,1,0,0,1
4265,1,0,0,1,0,0,1
4266,8,8,2,10,2,2,2
4267,10,10,2,16,2,0,1
4268,1,0,0,1,0,0,1
4270,2,2,0,2,0,0,1
4272,2,1,1,2,0,0,1
4273,1,1,0,1,0,0,1
4274,11,10,5,11,1,3,1
4275,1,0,0,1,0,0,1
4276,1,1,0,1,0,0,1
4279,25,25,8,35,8,0,3
4283,68,68,30,75,29,19,2
4285,1,1,0,1,0,0,1
4286,1,0,0,1,0,0,1
4287,1,0,0,1,0,0,1
4288,98,96,42,108,34,28,2
4289,1,1,0,1,0,0,1
4290,20,14,0,20,0,0,1
4291,9,9,3,9,2,1,1
4292,16,14,4,21,2,7,2
4294,5,3,0,6,0,0,1
4296,25,25,8,35,8,2,3
4297,22,22,8,27,7,1,2
4299,35,35,13,55,13,6,2
4303,8,8,2,8,2,0,1
4305,23,23,8,30,8,3,2
4307,1,0,1,1,0,0,1
4308,11,11,2,16,2,0,1
4309,12,12,6,29,2,4,1
4310,1,0,1,2,0,1,1
4311,1,1,0,1,0,0,1
4312,1,1,0,1,0,0,1
4313,85,85,37,115,36,7,3
4314,31,30,11,44,9,8,2
4315,44,44,24,56,21,24,2
4316,1,1,0,1,0,0,1
4317,27,27,9,51,9,5,3
4318,1,1,0,1,0,0,1
4320,10,9,3,17,2,0,2
4321,3,2,1,3,1,0,1
4324,2,2,0,2,0,0,1
4325,2,1,0,2,0,0,1
4326,38,36,16,94,14,22,2
4328,21,17,4,23,4,2,1
4331,3,3,0,3,0,0,1
4332,1,1,0,1,0,0,1
4334,6,4,0,6,0,0,1
4335,11,9,0,16,0,0,1
4336,1,1,0,1,0,0,1
4338,4,4,0,6,0,0,1
4339,24,24,9,24,9,3,1
4340,1,1,0,1,0,0,1
4341,1,0,1,1,0,0,1
4342,1,1,0,1,0,0,1
4344,1,1,0,1,0,0,1
4347,2,1,1,3,0,0,1
4349,1,1,0,3,0,0,1
4350,1,1,0,1,0,0,1
4351,19,19,6,21,6,0,1
4352,2,2,0,2,0,0,1
4353,12,12,2,15,2,0,2
4354,21,21,8,21,7,2,1
4355,9,9,2,9,2,0,1
4357,9,9,2,9,2,0,1
4358,1,1,0,2,0,0,2
4359,21,21,8,35,7,4,2
4360,17,16,5,18,4,2,1
4361,42,39,40,57,27,23,3
4362,9,5,4,13,0,0,1
4363,1,1,0,1,0,0,1
